Time,X(CH1),X(CH2),
Second,Volt,Volt,
-5.5341797e+00,4.00000e-02,-7.99999e-02,
-5.5327148e+00,-0.00000e+00,-3.99995e-02,
-5.5312500e+00,-0.00000e+00,-3.99995e-02,
-5.5297852e+00,-0.00000e+00,-3.99995e-02,
-5.5283203e+00,-0.00000e+00,-3.99995e-02,
-5.5268555e+00,-0.00000e+00,-3.99995e-02,
-5.5253906e+00,-0.00000e+00,-3.99995e-02,
-5.5239258e+00,4.00000e-02,-3.99995e-02,
-5.5224609e+00,-0.00000e+00,-3.99995e-02,
-5.5209961e+00,4.00000e-02,-3.99995e-02,
-5.5195313e+00,-0.00000e+00,-3.99995e-02,
-5.5180664e+00,-0.00000e+00,-3.99995e-02,
-5.5166016e+00,-0.00000e+00,-3.99995e-02,
-5.5151367e+00,-0.00000e+00,-3.99995e-02,
-5.5136719e+00,-0.00000e+00,-7.99999e-02,
-5.5122070e+00,-0.00000e+00,-3.99995e-02,
-5.5107422e+00,-0.00000e+00,-3.99995e-02,
-5.5092773e+00,-0.00000e+00,-3.99995e-02,
-5.5078125e+00,-0.00000e+00,-3.99995e-02,
-5.5063477e+00,-0.00000e+00,-3.99995e-02,
-5.5048828e+00,-0.00000e+00,-3.99995e-02,
-5.5034180e+00,-0.00000e+00,4.76837e-07,
-5.5019531e+00,-0.00000e+00,-3.99995e-02,
-5.5004883e+00,-0.00000e+00,4.76837e-07,
-5.4990234e+00,-0.00000e+00,-7.99999e-02,
-5.4975586e+00,-0.00000e+00,-3.99995e-02,
-5.4960938e+00,-0.00000e+00,-3.99995e-02,
-5.4946289e+00,-0.00000e+00,-3.99995e-02,
-5.4931641e+00,-0.00000e+00,-3.99995e-02,
-5.4916992e+00,-0.00000e+00,-3.99995e-02,
-5.4902344e+00,4.00000e-02,-3.99995e-02,
-5.4887695e+00,-0.00000e+00,-3.99995e-02,
-5.4873047e+00,4.00000e-02,-3.99995e-02,
-5.4858398e+00,-0.00000e+00,-7.99999e-02,
-5.4843750e+00,-0.00000e+00,-3.99995e-02,
-5.4829102e+00,-0.00000e+00,-3.99995e-02,
-5.4814453e+00,-0.00000e+00,-3.99995e-02,
-5.4799805e+00,-0.00000e+00,-3.99995e-02,
-5.4785156e+00,-0.00000e+00,-3.99995e-02,
-5.4770508e+00,-0.00000e+00,-3.99995e-02,
-5.4755859e+00,-0.00000e+00,-3.99995e-02,
-5.4741211e+00,-0.00000e+00,-3.99995e-02,
-5.4726563e+00,-4.00000e-02,-3.99995e-02,
-5.4711914e+00,-0.00000e+00,-3.99995e-02,
-5.4697266e+00,-0.00000e+00,-3.99995e-02,
-5.4682617e+00,-0.00000e+00,-3.99995e-02,
-5.4667969e+00,-0.00000e+00,4.76837e-07,
-5.4653320e+00,-0.00000e+00,-3.99995e-02,
-5.4638672e+00,-0.00000e+00,-3.99995e-02,
-5.4624023e+00,-0.00000e+00,-3.99995e-02,
-5.4609375e+00,-0.00000e+00,-3.99995e-02,
-5.4594727e+00,-0.00000e+00,-3.99995e-02,
-5.4580078e+00,-0.00000e+00,-3.99995e-02,
-5.4565430e+00,-0.00000e+00,-3.99995e-02,
-5.4550781e+00,-0.00000e+00,-3.99995e-02,
-5.4536133e+00,-0.00000e+00,-3.99995e-02,
-5.4521484e+00,-0.00000e+00,-3.99995e-02,
-5.4506836e+00,-0.00000e+00,-3.99995e-02,
-5.4492188e+00,-0.00000e+00,-3.99995e-02,
-5.4477539e+00,-0.00000e+00,4.76837e-07,
-5.4462891e+00,-0.00000e+00,-3.99995e-02,
-5.4448242e+00,-0.00000e+00,4.76837e-07,
-5.4433594e+00,-4.00000e-02,-3.99995e-02,
-5.4418945e+00,-0.00000e+00,-3.99995e-02,
-5.4404297e+00,-0.00000e+00,-3.99995e-02,
-5.4389648e+00,-0.00000e+00,4.76837e-07,
-5.4375000e+00,-0.00000e+00,4.76837e-07,
-5.4360352e+00,-0.00000e+00,-3.99995e-02,
-5.4345703e+00,-0.00000e+00,-3.99995e-02,
-5.4331055e+00,-0.00000e+00,-3.99995e-02,
-5.4316406e+00,-0.00000e+00,-3.99995e-02,
-5.4301758e+00,-4.00000e-02,-3.99995e-02,
-5.4287109e+00,-0.00000e+00,-3.99995e-02,
-5.4272461e+00,-0.00000e+00,-3.99995e-02,
-5.4257813e+00,-0.00000e+00,-3.99995e-02,
-5.4243164e+00,-0.00000e+00,-3.99995e-02,
-5.4228516e+00,-0.00000e+00,4.76837e-07,
-5.4213867e+00,-0.00000e+00,-3.99995e-02,
-5.4199219e+00,-0.00000e+00,-3.99995e-02,
-5.4184570e+00,-0.00000e+00,4.76837e-07,
-5.4169922e+00,-0.00000e+00,-3.99995e-02,
-5.4155273e+00,-0.00000e+00,-7.99999e-02,
-5.4140625e+00,-0.00000e+00,-3.99995e-02,
-5.4125977e+00,4.00000e-02,4.76837e-07,
-5.4111328e+00,-0.00000e+00,-3.99995e-02,
-5.4096680e+00,-0.00000e+00,-3.99995e-02,
-5.4082031e+00,-0.00000e+00,-3.99995e-02,
-5.4067383e+00,-0.00000e+00,-3.99995e-02,
-5.4052734e+00,-0.00000e+00,-3.99995e-02,
-5.4038086e+00,-4.00000e-02,-3.99995e-02,
